u	p	c	2	l	c	p	p	p
u	p	c	2	l	c	p	n	r
u	p	c	2	l	i	n	r	v
u	p	c	2	l	i	n	p	p
u	p	c	2	l	i	n	n	r
u	p	c	2	l	i	s	r	v
u	p	c	2	l	i	s	p	p
u	p	c	2	l	i	s	n	r
u	p	c	2	l	i	p	r	p
u	p	c	2	l	i	p	p	p
u	p	c	2	l	i	p	n	r
u	p	c	2	c	c	n	r	p
u	p	c	2	c	c	n	p	p
u	p	c	2	c	c	n	n	r
u	p	c	2	c	c	s	r	p
u	p	c	2	c	c	s	p	p
u	p	c	2	c	c	s	n	r
u	p	c	2	c	c	p	r	p
u	p	c	2	c	c	p	p	p
u	p	c	2	c	c	p	n	r
u	p	c	2	c	i	n	r	p
u	p	c	2	c	i	n	p	p
u	p	c	2	c	i	n	n	r
u	p	c	2	c	i	s	r	p
u	p	c	2	c	i	s	p	p
u	p	c	2	c	i	s	n	r
u	p	c	2	c	i	p	r	p
u	p	c	2	c	i	p	p	p
u	p	c	2	c	i	p	n	r
u	p	c	3	o	c	n	r	v
u	p	c	3	o	c	n	p	p
u	p	c	3	o	c	n	n	r
u	p	c	3	o	c	s	r	v
u	p	c	3	o	c	s	p	p
u	p	c	3	o	c	s	n	r
u	p	c	3	o	c	p	r	p
u	p	c	3	o	c	p	p	p
u	p	c	3	o	c	p	n	r
u	p	c	3	o	i	n	r	p
u	p	c	3	o	i	n	p	p
u	p	c	3	o	i	n	n	r
u	p	c	3	o	i	s	r	p
u	p	c	3	o	i	s	p	p
u	p	c	3	o	i	s	n	r
u	p	c	3	o	i	p	r	p
u	p	c	3	o	i	p	p	p
u	p	c	3	o	i	p	n	r
u	p	c	3	l	c	n	r	p
u	p	c	3	l	c	n	p	p
u	p	c	3	l	c	n	n	r
u	p	c	3	l	c	s	r	p
u	p	c	3	l	c	s	p	p
u	p	c	3	l	c	s	n	r
u	p	c	3	l	c	p	r	p
u	p	c	3	l	c	p	p	p
u	p	c	3	l	c	p	n	r
u	p	c	3	l	i	n	r	p
u	p	c	3	l	i	n	p	p
u	p	c	3	l	i	n	n	r
u	p	c	3	l	i	s	r	p
u	p	c	3	l	i	s	p	p
u	p	c	3	l	i	s	n	r
u	p	c	3	l	i	p	r	p
u	p	c	3	l	i	p	p	p
u	p	c	3	l	i	p	n	r
u	p	c	3	c	c	n	r	p
u	p	c	3	c	c	n	p	p
u	p	c	3	c	c	n	n	r
u	p	c	3	c	c	s	r	p
u	p	c	3	c	c	s	p	p
u	p	c	3	c	c	s	n	r
u	p	c	3	c	c	p	r	p
u	p	c	3	c	c	p	p	p
u	p	c	3	c	c	p	n	r
u	p	c	3	c	i	n	r	p
u	p	c	3	c	i	n	p	p
u	p	c	3	c	i	n	n	r
u	p	c	3	c	i	s	r	p
u	p	c	3	c	i	s	p	p
u	p	c	3	c	i	s	n	r
u	p	c	3	c	i	p	r	p
u	p	c	3	c	i	p	p	p
u	p	c	3	c	i	p	n	r
u	p	c	m	o	c	n	r	v
u	p	c	m	o	c	n	p	p
u	p	c	m	o	c	n	n	r
u	p	c	m	o	c	s	r	v
u	p	c	m	o	c	s	p	p
u	p	c	m	o	c	s	n	r
u	p	c	m	o	c	p	r	p
u	p	c	m	o	c	p	p	p
u	p	c	m	o	c	p	n	r
u	p	c	m	o	i	n	r	p
u	p	c	m	o	i	n	p	p
u	p	c	m	o	i	n	n	r
u	p	c	m	o	i	s	r	p
u	p	c	m	o	i	s	p	p
u	p	c	m	o	i	s	n	r
u	p	c	m	o	i	p	r	p
u	p	c	m	o	i	p	p	p
u	p	c	m	o	i	p	n	r
u	p	c	m	l	c	n	r	p
u	p	c	m	l	c	n	p	p
u	p	c	m	l	c	n	n	r
u	p	c	m	l	c	s	r	p
u	p	c	m	l	c	s	p	p
u	p	c	m	l	c	s	n	r
u	p	c	m	l	c	p	r	p
u	p	c	m	l	c	p	p	p
u	p	c	m	l	c	p	n	r
u	p	c	m	l	i	n	r	p
u	p	c	m	l	i	n	p	p
u	p	c	m	l	i	n	n	r
u	p	c	m	l	i	s	r	p
u	p	c	m	l	i	s	p	p
u	p	c	m	l	i	s	n	r
u	p	c	m	l	i	p	r	p
u	p	c	m	l	i	p	p	p
u	p	c	m	l	i	p	n	r
u	p	c	m	c	c	n	r	p
u	p	c	m	c	c	n	p	p
u	p	c	m	c	c	n	n	r
u	p	c	m	c	c	s	r	p
u	p	c	m	c	c	s	p	p
u	p	c	m	c	c	s	n	r
u	p	c	m	c	c	p	r	p
u	p	c	m	c	c	p	p	p
u	p	c	m	c	c	p	n	r
u	p	c	m	c	i	n	r	p
u	p	c	m	c	i	n	p	p
u	p	c	m	c	i	n	n	r
u	p	c	m	c	i	s	r	p
u	p	c	m	c	i	s	p	p
u	p	c	m	c	i	s	n	r
u	p	c	m	c	i	p	r	p
u	p	c	m	c	i	p	p	p
u	p	c	m	c	i	p	n	r
u	p	v	1	o	c	n	r	v
u	p	v	1	o	c	n	p	p
u	p	v	1	o	c	n	n	r
u	p	v	1	o	c	s	r	v
u	p	v	1	o	c	s	p	p
u	p	v	1	o	c	s	n	r
u	p	v	1	o	c	p	r	p
u	p	v	1	o	c	p	p	p
u	p	v	1	o	c	p	n	r
u	p	v	1	o	i	n	r	v
u	p	v	1	o	i	n	p	p
u	p	v	1	o	i	n	n	r
u	p	v	1	o	i	s	r	v
u	p	v	1	o	i	s	p	p
u	p	v	1	o	i	s	n	r
u	p	v	1	o	i	p	r	p
u	p	v	1	o	i	p	p	p
u	p	v	1	o	i	p	n	r
u	p	v	1	l	c	n	r	v
u	p	v	1	l	c	n	p	p
u	p	v	1	l	c	n	n	r
u	p	v	1	l	c	s	r	v
u	p	v	1	l	c	s	p	p
u	p	v	1	l	c	s	n	r
u	p	v	1	l	c	p	r	p
u	p	v	1	l	c	p	p	p
u	p	v	1	l	c	p	n	r
u	p	v	1	l	i	n	r	v
u	p	v	1	l	i	n	p	p
u	p	v	1	l	i	n	n	r
u	p	v	1	l	i	s	r	v
u	p	v	1	l	i	s	p	p
u	p	v	1	l	i	s	n	r
u	p	v	1	l	i	p	r	p
u	p	v	1	l	i	p	p	p
u	p	v	1	l	i	p	n	r
u	p	v	1	c	c	n	r	p
u	p	v	1	c	c	n	p	p
u	p	v	1	c	c	n	n	r
u	p	v	1	c	c	s	r	p
u	p	v	1	c	c	s	p	p
u	p	v	1	c	c	s	n	r
u	p	v	1	c	c	p	r	p
u	p	v	1	c	c	p	p	p
u	p	v	1	c	c	p	n	r
u	p	v	1	c	i	n	r	p
u	p	v	1	c	i	n	p	p
u	p	v	1	c	i	n	n	r
u	p	v	1	c	i	s	r	p
u	p	v	1	c	i	s	p	p
u	p	v	1	c	i	s	n	r
u	p	v	1	c	i	p	r	p
u	p	v	1	c	i	p	p	p
u	p	v	1	c	i	p	n	r
u	p	v	2	o	c	n	r	v
u	p	v	2	o	c	n	p	p
u	p	v	2	o	c	n	n	r
u	p	v	2	o	c	s	r	v
u	p	v	2	o	c	s	p	p
u	p	v	2	o	c	s	n	r
u	p	v	2	o	c	p	r	p
u	p	v	2	o	c	p	p	p
u	p	v	2	o	c	p	n	r
u	p	v	2	o	i	n	r	v
u	p	v	2	o	i	n	p	p
u	p	v	2	o	i	n	n	r
u	p	v	2	o	i	s	r	v
u	p	v	2	o	i	s	p	p
u	p	v	2	o	i	s	n	r
u	p	v	2	o	i	p	r	p
u	p	v	2	o	i	p	p	p
u	p	v	2	o	i	p	n	r
u	p	v	2	l	c	n	r	v
u	p	v	2	l	c	n	p	p
u	p	v	2	l	c	n	n	r
u	p	v	2	l	c	s	r	v
u	p	v	2	l	c	s	p	p
u	p	v	2	l	c	s	n	r
u	p	v	2	l	c	p	r	p
u	p	v	2	l	c	p	p	p
u	p	v	2	l	c	p	n	r
u	p	v	2	l	i	n	r	v
u	p	v	2	l	i	n	p	p
u	p	v	2	l	i	n	n	r
u	p	v	2	l	i	s	r	v
u	p	v	2	l	i	s	p	p
u	p	v	2	l	i	s	n	r
u	p	v	2	l	i	p	r	p
u	p	v	2	l	i	p	p	p
u	p	v	2	l	i	p	n	r
u	p	v	2	c	c	n	r	p
u	p	v	2	c	c	n	p	p
u	p	v	2	c	c	n	n	r
u	p	v	2	c	c	s	r	p
u	p	v	2	c	c	s	p	p
u	p	v	2	c	c	s	n	r
u	p	v	2	c	c	p	r	p
u	p	v	2	c	c	p	p	p
u	p	v	2	c	c	p	n	r
u	p	v	2	c	i	n	r	p
u	p	v	2	c	i	n	p	p
u	p	v	2	c	i	n	n	r
u	p	v	2	c	i	s	r	p
u	p	v	2	c	i	s	p	p
u	p	v	2	c	i	s	n	r
u	p	v	2	c	i	p	r	p
u	p	v	2	c	i	p	p	p
u	p	v	2	c	i	p	n	r
u	p	v	3	o	c	n	r	v
u	p	v	3	o	c	n	p	p
u	p	v	3	o	c	n	n	r
u	p	v	3	o	c	s	r	v
u	p	v	3	o	c	s	p	p
u	p	v	3	o	c	s	n	r
u	p	v	3	o	c	p	r	p
u	p	v	3	o	c	p	p	p
u	p	v	3	o	c	p	n	r
u	p	v	3	o	i	n	r	p
u	p	v	3	o	i	n	p	p
u	p	v	3	o	i	n	n	r
u	p	v	3	o	i	s	r	p
u	p	v	3	o	i	s	p	p
u	p	v	3	o	i	s	n	r
u	p	v	3	o	i	p	r	p
u	p	v	3	o	i	p	p	p
u	p	v	3	o	i	p	n	r
u	p	v	3	l	c	n	r	p
u	p	v	3	l	c	n	p	p
u	p	v	3	l	c	n	n	r
u	p	v	3	l	c	s	r	p
u	p	v	3	l	c	s	p	p
u	p	v	3	l	c	s	n	r
u	p	v	3	l	c	p	r	p
u	p	v	3	l	c	p	p	p
u	p	v	3	l	c	p	n	r
u	p	v	3	l	i	n	r	p
u	p	v	3	l	i	n	p	p
u	p	v	3	l	i	n	n	r
u	p	v	3	l	i	s	r	p
u	p	v	3	l	i	s	p	p
u	p	v	3	l	i	s	n	r
u	p	v	3	l	i	p	r	p
u	p	v	3	l	i	p	p	p
u	p	v	3	l	i	p	n	r
u	p	v	3	c	c	n	r	p
u	p	v	3	c	c	n	p	p
u	p	v	3	c	c	n	n	r
u	p	v	3	c	c	s	r	p
u	p	v	3	c	c	s	p	p
u	p	v	3	c	c	s	n	r
u	p	v	3	c	c	p	r	p
u	p	v	3	c	c	p	p	p
u	p	v	3	c	c	p	n	r
u	p	v	3	c	i	n	r	p
u	p	v	3	c	i	n	p	p
u	p	v	3	c	i	n	n	r
u	p	v	3	c	i	s	r	p
u	p	v	3	c	i	s	p	p
u	p	v	3	c	i	s	n	r
u	p	v	3	c	i	p	r	p
u	p	v	3	c	i	p	p	p
u	p	v	3	c	i	p	n	r
u	p	v	m	o	c	n	r	v
u	p	v	m	o	c	n	p	p
u	p	v	m	o	c	n	n	r
u	p	v	m	o	c	s	r	v
u	p	v	m	o	c	s	p	p
u	p	v	m	o	c	s	n	r
u	p	v	m	o	c	p	r	p
u	p	v	m	o	c	p	p	p
u	p	v	m	o	c	p	n	r
u	p	v	m	o	i	n	r	p
u	p	v	m	o	i	n	p	p
u	p	v	m	o	i	n	n	r
u	p	v	m	o	i	s	r	p
u	p	v	m	o	i	s	p	p
u	p	v	m	o	i	s	n	r
u	p	v	m	o	i	p	r	p
u	p	v	m	o	i	p	p	p
u	p	v	m	o	i	p	n	r
u	p	v	m	l	c	n	r	p
u	p	v	m	l	c	n	p	p
u	p	v	m	l	c	n	n	r
u	p	v	m	l	c	s	r	p
u	p	v	m	l	c	s	p	p
u	p	v	m	l	c	s	n	r
u	p	v	m	l	c	p	r	p
u	p	v	m	l	c	p	p	p
u	p	v	m	l	c	p	n	r
u	p	v	m	l	i	n	r	p
u	p	v	m	l	i	n	p	p
u	p	v	m	l	i	n	n	r
u	p	v	m	l	i	s	r	p
u	p	v	m	l	i	s	p	p
u	p	v	m	l	i	s	n	r
u	p	v	m	l	i	p	r	p
u	p	v	m	l	i	p	p	p
u	p	v	m	l	i	p	n	r
u	p	v	m	c	c	n	r	p
u	p	v	m	c	c	n	p	p
u	p	v	m	c	c	n	n	r
u	p	v	m	c	c	s	r	p
u	p	v	m	c	c	s	p	p
u	p	v	m	c	c	s	n	r
u	p	v	m	c	c	p	r	p
u	p	v	m	c	c	p	p	p
u	p	v	m	c	c	p	n	r
u	p	v	m	c	i	n	r	p
u	p	v	m	c	i	n	p	p
u	p	v	m	c	i	n	n	r
u	p	v	m	c	i	s	r	p
u	p	v	m	c	i	s	p	p
u	p	v	m	c	i	s	n	r
u	p	v	m	c	i	p	r	p
u	p	v	m	c	i	p	p	p
u	p	v	m	c	i	p	n	r
u	p	i	1	o	c	n	r	v
u	p	i	1	o	c	n	p	p
u	p	i	1	o	c	n	n	r
u	p	i	1	o	c	s	r	v
u	p	i	1	o	c	s	p	p
u	p	i	1	o	c	s	n	r
u	p	i	1	o	c	p	r	p
u	p	i	1	o	c	p	p	p
u	p	i	1	o	c	p	n	r
u	p	i	1	o	i	n	r	v
u	p	i	1	o	i	n	p	p
u	p	i	1	o	i	n	n	r
u	p	i	1	o	i	s	r	v
u	p	i	1	o	i	s	p	p
u	p	i	1	o	i	s	n	r
u	p	i	1	o	i	p	r	p
u	p	i	1	o	i	p	p	p
u	p	i	1	o	i	p	n	r
u	p	i	1	l	c	n	r	v
u	p	i	1	l	c	n	p	p
u	p	i	1	l	c	n	n	r
u	p	i	1	l	c	s	r	v
u	p	i	1	l	c	s	p	p
u	p	i	1	l	c	s	n	r
u	p	i	1	l	c	p	r	p
u	p	i	1	l	c	p	p	p
u	p	i	1	l	c	p	n	r
u	p	i	1	l	i	n	r	v
u	p	i	1	l	i	n	p	p
u	p	i	1	l	i	n	n	r
u	p	i	1	l	i	s	r	v
u	p	i	1	l	i	s	p	p
u	p	i	1	l	i	s	n	r
u	p	i	1	l	i	p	r	p
u	p	i	1	l	i	p	p	p
u	p	i	1	l	i	p	n	r
u	p	i	1	c	c	n	r	p
u	p	i	1	c	c	n	p	p
u	p	i	1	c	c	n	n	r
u	p	i	1	c	c	s	r	p
u	p	i	1	c	c	s	p	p
u	p	i	1	c	c	s	n	r
u	p	i	1	c	c	p	r	p
u	p	i	1	c	c	p	p	p
u	p	i	1	c	c	p	n	r
u	p	i	1	c	i	n	r	p
u	p	i	1	c	i	n	p	p
u	p	i	1	c	i	n	n	r
u	p	i	1	c	i	s	r	p
u	p	i	1	c	i	s	p	p
u	p	i	1	c	i	s	n	r
u	p	i	1	c	i	p	r	p
u	p	i	1	c	i	p	p	p
u	p	i	1	c	i	p	n	r
u	p	i	2	o	c	n	r	v
u	p	i	2	o	c	n	p	p
u	p	i	2	o	c	n	n	r
u	p	i	2	o	c	s	r	v
u	p	i	2	o	c	s	p	p
u	p	i	2	o	c	s	n	r
u	p	i	2	o	c	p	r	p
u	p	i	2	o	c	p	p	p
u	p	i	2	o	c	p	n	r
u	p	i	2	o	i	n	r	p
u	p	i	2	o	i	n	p	p
u	p	i	2	o	i	n	n	r
u	p	i	2	o	i	s	r	p
u	p	i	2	o	i	s	p	p
u	p	i	2	o	i	s	n	r
u	p	i	2	o	i	p	r	p
u	p	i	2	o	i	p	p	p
u	p	i	2	o	i	p	n	r
u	p	i	2	l	c	n	r	p
u	p	i	2	l	c	n	p	p
u	p	i	2	l	c	n	n	r
u	p	i	2	l	c	s	r	p
u	p	i	2	l	c	s	p	p
u	p	i	2	l	c	s	n	r
u	p	i	2	l	c	p	r	p
u	p	i	2	l	c	p	p	p
u	p	i	2	l	c	p	n	r
u	p	i	2	l	i	n	r	p
u	p	i	2	l	i	n	p	p
u	p	i	2	l	i	n	n	r
u	p	i	2	l	i	s	r	p
u	p	i	2	l	i	s	p	p
u	p	i	2	l	i	s	n	r
u	p	i	2	l	i	p	r	p
u	p	i	2	l	i	p	p	p
u	p	i	2	l	i	p	n	r
u	p	i	2	c	c	n	r	p
u	p	i	2	c	c	n	p	p
u	p	i	2	c	c	n	n	r
u	p	i	2	c	c	s	r	p
u	p	i	2	c	c	s	p	p
u	p	i	2	c	c	s	n	r
u	p	i	2	c	c	p	r	p
u	p	i	2	c	c	p	p	p
u	p	i	2	c	c	p	n	r
u	p	i	2	c	i	n	r	p
u	p	i	2	c	i	n	p	p
u	p	i	2	c	i	n	n	r
u	p	i	2	c	i	s	r	p
u	p	i	2	c	i	s	p	p
u	p	i	2	c	i	s	n	r
u	p	i	2	c	i	p	r	p
u	p	i	2	c	i	p	p	p
u	p	i	2	c	i	p	n	r
u	p	i	3	o	c	n	r	v
u	p	i	3	o	c	n	p	p
u	p	i	3	o	c	n	n	r
u	p	i	3	o	c	s	r	v
u	p	i	3	o	c	s	p	p
u	p	i	3	o	c	s	n	r
u	p	i	3	o	c	p	r	p
u	p	i	3	o	c	p	p	p
u	p	i	3	o	c	p	n	r
u	p	i	3	o	i	n	r	p
u	p	i	3	o	i	n	p	p
u	p	i	3	o	i	n	n	r
u	p	i	3	o	i	s	r	p
u	p	i	3	o	i	s	p	p
u	p	i	3	o	i	s	n	r
u	p	i	3	o	i	p	r	p
u	p	i	3	o	i	p	p	p
u	p	i	3	o	i	p	n	r
u	p	i	3	l	c	n	r	p
u	p	i	3	l	c	n	p	p
u	p	i	3	l	c	n	n	r
u	p	i	3	l	c	s	r	p
u	p	i	3	l	c	s	p	p
u	p	i	3	l	c	s	n	r
u	p	i	3	l	c	p	r	p
u	p	i	3	l	c	p	p	p
u	p	i	3	l	c	p	n	r
u	p	i	3	l	i	n	r	p
u	p	i	3	l	i	n	p	p
u	p	i	3	l	i	n	n	r
u	p	i	3	l	i	s	r	p
u	p	i	3	l	i	s	p	p
u	p	i	3	l	i	s	n	r
u	p	i	3	l	i	p	r	p
u	p	i	3	l	i	p	p	p
u	p	i	3	l	i	p	n	r
u	p	i	3	c	c	n	r	p
u	p	i	3	c	c	n	p	p
u	p	i	3	c	c	n	n	r
u	p	i	3	c	c	s	r	p
u	p	i	3	c	c	s	p	p
u	p	i	3	c	c	s	n	r
u	p	i	3	c	c	p	r	p
u	p	i	3	c	c	p	p	p
u	p	i	3	c	c	p	n	r
u	p	i	3	c	i	n	r	p
u	p	i	3	c	i	n	p	p
u	p	i	3	c	i	n	n	r
u	p	i	3	c	i	s	r	p
u	p	i	3	c	i	s	p	p
u	p	i	3	c	i	s	n	r
u	p	i	3	c	i	p	r	p
u	p	i	3	c	i	p	p	p
u	p	i	3	c	i	p	n	r
u	p	i	m	o	c	n	r	v
u	p	i	m	o	c	n	p	p
u	p	i	m	o	c	n	n	r
u	p	i	m	o	c	s	r	v
u	p	i	m	o	c	s	p	p
u	p	i	m	o	c	s	n	r
u	p	i	m	o	c	p	r	p
u	p	i	m	o	c	p	p	p
u	p	i	m	o	c	p	n	r
u	p	i	m	o	i	n	r	p
u	p	i	m	o	i	n	p	p
u	p	i	m	o	i	n	n	r
u	p	i	m	o	i	s	r	p
u	p	i	m	o	i	s	p	p
u	p	i	m	o	i	s	n	r
u	p	i	m	o	i	p	r	p
u	p	i	m	o	i	p	p	p
u	p	i	m	o	i	p	n	r
u	p	i	m	l	c	n	r	p
u	p	i	m	l	c	n	p	p
u	p	i	m	l	c	n	n	r
u	p	i	m	l	c	s	r	p
u	p	i	m	l	c	s	p	p
u	p	i	m	l	c	s	n	r
u	p	i	m	l	c	p	r	p
u	p	i	m	l	c	p	p	p
u	p	i	m	l	c	p	n	r
u	p	i	m	l	i	n	r	p
u	p	i	m	l	i	n	p	p
u	p	i	m	l	i	n	n	r
u	p	i	m	l	i	s	r	p
u	p	i	m	l	i	s	p	p
u	p	i	m	l	i	s	n	r
u	p	i	m	l	i	p	r	p
u	p	i	m	l	i	p	p	p
u	p	i	m	l	i	p	n	r
u	p	i	m	c	c	n	r	p
u	p	i	m	c	c	n	p	p
u	p	i	m	c	c	n	n	r
u	p	i	m	c	c	s	r	p
u	p	i	m	c	c	s	p	p
u	p	i	m	c	c	s	n	r
u	p	i	m	c	c	p	r	p
u	p	i	m	c	c	p	p	p
u	p	i	m	c	c	p	n	r
u	p	i	m	c	i	n	r	p
u	p	i	m	c	i	n	p	p
u	p	i	m	c	i	n	n	r
u	p	i	m	c	i	s	r	p
u	p	i	m	c	i	s	p	p
u	p	i	m	c	i	s	n	r
u	p	i	m	c	i	p	r	p
u	p	i	m	c	i	p	p	p
u	p	i	m	c	i	p	n	r
u	p	f	1	o	c	n	r	v
u	p	f	1	o	c	n	p	p
u	p	f	1	o	c	n	n	r
u	p	f	1	o	c	s	r	v
u	p	f	1	o	c	s	p	p
u	p	f	1	o	c	s	n	r
u	p	f	1	o	c	p	r	p
u	p	f	1	o	c	p	p	p
u	p	f	1	o	c	p	n	r
u	p	f	1	o	i	n	r	p
u	p	f	1	o	i	n	p	p
u	p	f	1	o	i	n	n	r
u	p	f	1	o	i	s	r	p
u	p	f	1	o	i	s	p	p
u	p	f	1	o	i	s	n	r
u	p	f	1	o	i	p	r	p
u	p	f	1	o	i	p	p	p
u	p	f	1	o	i	p	n	r
u	p	f	1	l	c	n	r	p
u	p	f	1	l	c	n	p	p
u	p	f	1	l	c	n	n	r
u	p	f	1	l	c	s	r	p
u	p	f	1	l	c	s	p	p
u	p	f	1	l	c	s	n	r
u	p	f	1	l	c	p	r	p
u	p	f	1	l	c	p	p	p
u	p	f	1	l	c	p	n	r
u	p	f	1	l	i	n	r	p
u	p	f	1	l	i	n	p	p
u	p	f	1	l	i	n	n	r
u	p	f	1	l	i	s	r	p
u	p	f	1	l	i	s	p	p
u	p	f	1	l	i	s	n	r
u	p	f	1	l	i	p	r	p
u	p	f	1	l	i	p	p	p
u	p	f	1	l	i	p	n	r
u	p	f	1	c	c	n	r	p
u	p	f	1	c	c	n	p	p
u	p	f	1	c	c	n	n	r
u	p	f	1	c	c	s	r	p
u	p	f	1	c	c	s	p	p
u	p	f	1	c	c	s	n	r
u	p	f	1	c	c	p	r	p
u	p	f	1	c	c	p	p	p
u	p	f	1	c	c	p	n	r
u	p	f	1	c	i	n	r	p
u	p	f	1	c	i	n	p	p
u	p	f	1	c	i	n	n	r
u	p	f	1	c	i	s	r	p
u	p	f	1	c	i	s	p	p
u	p	f	1	c	i	s	n	r
u	p	f	1	c	i	p	r	p
u	p	f	1	c	i	p	p	p
u	p	f	1	c	i	p	n	r
u	p	f	2	o	c	n	r	v
u	p	f	2	o	c	n	p	p
u	p	f	2	o	c	n	n	r
u	p	f	2	o	c	s	r	v
u	p	f	2	o	c	s	p	p
u	p	f	2	o	c	s	n	r
u	p	f	2	o	c	p	r	p
u	p	f	2	o	c	p	p	p
u	p	f	2	o	c	p	n	r
u	p	f	2	o	i	n	r	p
u	p	f	2	o	i	n	p	p
u	p	f	2	o	i	n	n	r
u	p	f	2	o	i	s	r	p
u	p	f	2	o	i	s	p	p
u	p	f	2	o	i	s	n	r
u	p	f	2	o	i	p	r	p
u	p	f	2	o	i	p	p	p
u	p	f	2	o	i	p	n	r
u	p	f	2	l	c	n	r	p
u	p	f	2	l	c	n	p	p
u	p	f	2	l	c	n	n	r
u	p	f	2	l	c	s	r	p
u	p	f	2	l	c	s	p	p
u	p	f	2	l	c	s	n	r
u	p	f	2	l	c	p	r	p
u	p	f	2	l	c	p	p	p
u	p	f	2	l	c	p	n	r
u	p	f	2	l	i	n	r	p
u	p	f	2	l	i	n	p	p
u	p	f	2	l	i	n	n	r
u	p	f	2	l	i	s	r	p
u	p	f	2	l	i	s	p	p
u	p	f	2	l	i	s	n	r
u	p	f	2	l	i	p	r	p
u	p	f	2	l	i	p	p	p
u	p	f	2	l	i	p	n	r
u	p	f	2	c	c	n	r	p
u	p	f	2	c	c	n	p	p
u	p	f	2	c	c	n	n	r
u	p	f	2	c	c	s	r	p
u	p	f	2	c	c	s	p	p
u	p	f	2	c	c	s	n	r
u	p	f	2	c	c	p	r	p
u	p	f	2	c	c	p	p	p
u	p	f	2	c	c	p	n	r
u	p	f	2	c	i	n	r	p
u	p	f	2	c	i	n	p	p
u	p	f	2	c	i	n	n	r
u	p	f	2	c	i	s	r	p
u	p	f	2	c	i	s	p	p
u	p	f	2	c	i	s	n	r
u	p	f	2	c	i	p	r	p
u	p	f	2	c	i	p	p	p
u	p	f	2	c	i	p	n	r
u	p	f	3	o	c	n	r	v
u	p	f	3	o	c	n	p	p
u	p	f	3	o	c	n	n	r
u	p	f	3	o	c	s	r	v
u	p	f	3	o	c	s	p	p
u	p	f	3	o	c	s	n	r
u	p	f	3	o	c	p	r	p
u	p	f	3	o	c	p	p	p
u	p	f	3	o	c	p	n	r
u	p	f	3	o	i	n	r	p
u	p	f	3	o	i	n	p	p
u	p	f	3	o	i	n	n	r
u	p	f	3	o	i	s	r	p
u	p	f	3	o	i	s	p	p
u	p	f	3	o	i	s	n	r
u	p	f	3	o	i	p	r	p
u	p	f	3	o	i	p	p	p
u	p	f	3	o	i	p	n	r
u	p	f	3	l	c	n	r	p
u	p	f	3	l	c	n	p	p
u	p	f	3	l	c	n	n	r
u	p	f	3	l	c	s	r	p
u	p	f	3	l	c	s	p	p
